x,y
3.914369396699439,5.6420546892718315
5.997345446583585,3.022112068479551
5.2829784980519925,5.712264635470518
3.493705286081908,7.598303927269315
4.4213997480314635,4.97537401856852
6.651436537097151,5.034142128909841
2.573320756606926,5.179549484638679
4.571087371143823,3.1380242892082126
6.265936258705534,5.42614663969031
4.133259597734899,3.3945902559840353
4.321113848377946,4.572320401876196
4.905291031063109,6.242869549603737
6.491389626124288,4.264783043899923
4.361098003315349,5.5012489895674
4.556018040353934,6.012739053956371
4.565648724381482,5.278740856095999
7.205930082725455,3.629051529905392
7.186786088973786,4.667524724648586
6.004053897878877,6.959411342388286
5.386186399174856,2.974954237002529
5.737368575896242,4.724213986133824
6.4907320281507985,4.4478919285118925
4.0641661315976085,5.120747363097139
6.175829044782104,5.74821561718723
3.746119332250988,6.608690968022053
4.36224849754659,4.7297676079908415
5.907105195800301,5.81234132997682
3.5713192997740313,5.499740144865173
4.859931279811334,5.4743472978718
4.1382451041403145,4.436076068473527
4.744380629469403,4.002678531224099
2.2014108945392756,3.899956887379303
3.228466895490153,4.243562790600877
4.300122765402083,5.321686575866226
5.927462431758583,5.76094939312833
4.8263643172097845,5.323468847856895
5.002845915896811,4.451044903804259
5.688222711102285,6.805970109932475
4.120463656990948,6.51886562363154
5.283627323807291,4.645999887249826
4.1946334819343845,4.176568594014334
3.272330505879393,5.130214954157969
4.609100206244899,6.267298645054353
5.573805862405058,5.332764977254117
5.3385890509998015,5.556548704910044
4.9881695055211805,4.7879198777243746
7.392365265937726,5.4562708952022305
5.412912160308779,6.544544451456138
5.978736005937346,4.760331218522289
7.238143338497952,5.143307732507872
3.705914676838751,5.253816476549627
3.9612117897950467,5.283725355771037
6.7437122251229304,3.5881111239287726
4.2019372647589375,3.1231313441261053
5.0296832303033305,3.9803449290781607
6.069315969424348,5.1679422954016685
5.890706391293171,5.553856166003211
6.754886181981109,4.469325440226376
6.495644137033469,6.377257482867307
6.069392669705737,4.856824025673813
4.227291285752808,5.020315998234625
5.794862667793218,4.806036129447338
5.314271994506867,5.134026792746665
3.6737345400595443,5.7044740740436035
6.4172990464768525,5.665653437912331
5.807236534578567,4.10157705939041
5.045490080631097,6.523663776478528
4.766907939015587,3.9049735425730825
3.801698855299213,5.079227014090613
5.199524073558632,4.725603426477647
5.4684391194456445,3.9510083226815125
4.1688450157567205,4.9248794120261685
6.162204049099529,4.259186226707602
